sentence_index	sentence
4138	gah daard hhaez neh ver meyd ah maor sheerly byuw tah fahl fihlm dhaen dhihs ah nihk spehk tihd liy muw vihng meh dah tey shahn aan lahv , hhih ster iy , meh mer iy , rih zih stahns ahnd aar tih stihk traen sehn dahns .
4139	dhah kaynd ahv muw viy dhaet kahmz ah laong own liy ah key zhah nah liy , wahn sow ahn kahn vehn shah nahl , gaht siy ahnd per fahk tliy ehk sah kyuw tahd iht teyks yaor brehth ah wey .
4140	ahn layk mowst serf muw viyz , bluw krahsh thrillingly yuw sahz maa dern tehk naa lah jhiy tuw teyk dhah vyuw er ihn sayd dhah weyv .
4141	bay dhah ehnd yuw kah n't hhehlp baht fiyl ` stowkt . '
4142	dhah off-center hhyuw mer ihz ah kaan stahnt , ahnd dhah aan saam bahl gihvz iht ah boy ahnt dih lih ver iy .
4143	ah tey stiy slays ahv drowl wihm siy .
4144	mayk liy populates hhihz muw viy wihdh ah wahn der fahl aan saam bahl kaest ahv kae rihk terz dhaet brihng dhah ruw tiyn dey tuw dey strah gahlz ahv dhah wer kihng klaes tuw layf
4145	aa sahm werk : ih neh fah bahl , ih luw sihv , yeht ih nihk splih kahb liy paw er fahl
4146	spaark lihng , ao fahn hhih leh riy ahs row maen tihk jheh lah siy kaa mah diy ... attal luhks sow mahch layk ah yahng raa bert dih nih row dhaet iht siymz dhah fihlm shuhd ihn stehd biy kaold ` may hhahz bahnd ihz trae vihs bih kahl ' .
4147	iy vihn ihf yuw 're aen aeg naa stihk kaar nih vaor , yuw kaen ehn jhoy mahch ahv jhow nah sihm pliy , ahnd greyt fah liy , aez laugh-out-loud luw nah siy wihdh ah prah nawnst nawnst maon tiy pythonesque fley ver .
4148	wehr bow lihng faor kaa lahm bayn ihz aet ihts mowst vael yah bahl ihz ihn ihts ihg zae mah ney shahn ahv ah meh rah kah ehs kahl cher ahv fihr aez ah ruwt kaaz ahv gahn vay ah lahns .
4149	dhah rih zahlt ihz sahm waht sae tih sfay ihng -- iht stihl kahmz frahm spiyl berg , hhuw hhaez neh ver meyd eh niy thihng dhaet waaz n't aet liyst watchable .
4150	baht iht ehs aol sow dih sah poyn tihng tuw ah ser tahn dih griy .
4151	dhah all-french kaest ihz marveilleux .
4152	dhehr ehs ah laat tuw reh kah mehnd rehd may lihps .
4153	ah may ner fihlm wihdh mey jher pleh zherz frahm paor chah giyz mae ster manoel diy oliviera ...
4154	braa snahn gihvz ah paor trey ahl aez saa lahd ahnd aez per fehkt aez hhihz awt staen dihng per faor mahns aez baand ihn day ah nah dher dey .
4155	aa diy ahn sahz aar aed vayzd tuw siht nihr dhah baek ahnd skwihnt tuw ah voyd now tih sihng sahm truw liy ih griy jhahs lip-non-synching , baht ah dher wayz dhah prah dahk shahn ihz suw tahb liy eh lah gahnt .
4156	dhah muw viy ihz ... veh riy fah niy aez yuw piyk aet iht thruw dhah fihng gerz ihn frahnt ahv yaor ayz .
4157	nihks sah steynz dhah leh vahl ahv ihg zae jher ey tahd , stay layzd hhyuw mer thruw awt bay tey kihng yaor ehk spehk tey shahnz ahnd twih stihng dhehm jhahst ah biht .
4158	ah rih freh shihng cheynjh frahm dhah yuw zhah wahl whoopee-cushion eh fert eymd aet dhah yuwth maar kaht .
4159	iht fayndz ihts muw viy gow ihng pleh zherz ihn dhah tay niy ih vehnts dhaet kuhd meyk ah per sahn hhuw hhaez layvd hher layf half-asleep sah dahn liy weyk ahp ahnd teyk now tahs .
4160	... aen ehn jhoy ahb liy frao thiy ` deyt muw viy ' ...
4161	dhah jhiy nyahs ahv dhah werk spiyks vaal yuwmz , ao fer ihng ahp ah hhah luw sah nah tao riy dreamscape dhaet frah streyts ahnd kaep tih veyts .
4162	tuw wiyks now tahs hhaez ah piyl bih aand biy ihng ah saen drah buh lahk viy hhih kahl aor ah staen derd row maen tihk kaa mah diy .
4163	dhah muw viy ehs siymz mey show ... baht pellington gihvz `` mothman '' aen ih rih zih stahb liy ahn kae niy aem biy ahns dhaet gowz ah laong wey tah waord kiy pihng dhah pihk cher kahm peh lihng .
4164	ihf mow stliy maar thah ihz mow stliy ahn ser pray zihng , iht ehs stihl ah swiyt , iy vihn dih lehk tah bahl day ver zhahn .
4165	ah wayld kaa mah diy dhaet kuhd own liy sprihng frahm dhah dih mehn tihd maynd ahv dhah ray ter ahv biy ihng jhaan maol kah vihch .
4166	shniht sler dahz ah fayn jhaab kahn trae stihng dhah sleekness ahv dhah fihlm ehs preh zahnt wihdh dhah pley fahl peh rah noy ah ahv dhah fihlm ehs paest . '
4167	ah fresh-faced , big-hearted ahnd friyk wahn tliy fah niy thrihl rayd faor dhah kih diyz , wihdh ih nahf ay kaen diy ahnd chiy kiy wiht tuw kiyp peh rahnts ah wey frahm dhah kahn seh shahn staend . '
4168	maa nah gihvz ahs kahm peh lihng , dae mahjhd kae rihk terz hhuw wiy waant tuw hhehlp -- aor hhert .
4169	dhah sehn tah mehn tahl skrihpt hhaez praab lahmz , baht dhah aek terz pihk ahp dhah slaek .
4170	ah guhd daa kyah mehn ter iy kaen meyk ihn trah stihng ah sahb jhehkt yuw thaot wuhd liyv yuw kowld .
4171	ah keys ihn poynt : dahg prey ehs skraech .
4172	abderrahmane sissako ehs heremakono -lrb- wey tihng faor hhae piy nahs -rrb- ihz aen elegiac paor traht ahv ah traen ziht sih tiy aan dhah wehst ae frah kahn kowst strah gah lihng ah gehnst gehnst fao rahn ihn fluw ahn sihz .
4173	ihn xxx , diy sahl ihz dhaet rehr kriy cher -- aen aek shahn hhih row wihdh tey bahl mae nerz , ahnd wahn hhuw pruwvz dhaet eh lah gahns ihz maor dhaen tae tuw diyp .
4174	aen engrossing ahnd grihm paor traht ahv hhuh kerz : waht dhey thihngk ahv dhehm sehlvz ahnd dhehr klay ahnts .
4175	iht aol pleyz awt ... layk ah high-end jhaan hhyuwz kaa mah diy , ah kaynd ahv ehl der bueller ehs taym awt .
4176	dhah fihlm ihz eh nrihcht bay aen ih mae jhah nah tihv liy mihkst mihkst kaest ahv aen tihk spih rihts , hheh dahd bay krih stah fer plah mer aez dhah subtlest ahnd mowst complexly iy vahl ahng kahl raelf ay 've eh ver siyn ihn dhah meh niy fihlm ahnd steyjh ae daep tey shahnz ahv dhah werk .
4177	dhihs ihz wahn ahv dhah reh rahst kayndz ahv fihlmz : ah family-oriented non-disney fihlm dhaet ihz aek chuw ah liy fah niy wih thawt hhih tihng bih low dhah behlt .
4178	iht ihz riy freh shihng liy undogmatic ah bawt ihts kae rihk terz .
4179	ah muw vihng ahnd ihm paor tahnt fihlm .
4180	diyp ihn teh lah jhahns ahnd ah waorm , ihn veh lah pihng ah fehk shahn briydh awt ahv eh ver iy freym .
4181	famuyiwa ehs fiy cher diylz wihdh ihts sahb jhehkt mae ter ihn ah tey stfahl , ihn teh lah jhahnt mae ner , rae dher dhaen faor sihng ahs tuw ehnd yuhr eh ver iy plaat kahn tray vahns dhaet dhah clichã©-riddled zhaa nrah kaen ao fer .
4182	show taym ihz ah fine-looking fihlm wihdh ah bawn siy skaor ahnd ah klahch ahv layv liy saongz faor dehft pahng kchuw ey shahn .
4183	swiyt hhowm ae lah bae mah ihz n't gow ihng tuw wihn eh niy ah kae dah miy ah waordz , baht dhihs date-night day ver zhahn wihl deh fah naht liy wihn sahm hhaarts .
4184	ah kruw liy fah niy twihst aan tiyn kaa mah diy paekt wihdh ihn vehn tihv sih nah mae tihk trihks ahnd aen ay raa nihk liy kih ler sawnd traek
4185	ah grey shahs , eh lahk wahnt fihlm dhaet bay ihts ehnd ao ferz ah rey ahv hhowp tuw dhah reh fyuw jhiyz ey bahl tuw luhk ah hhehd ahnd rih zihst lih vihng ihn ah paest fer eh ver laost .
4186	iy vihn dhow meh niy ahv dhiyz gayz aar lehs dhaen ah dao rah bahl -lrb- dhehr lamentations aar prih tiy mahch self-centered -rrb- , dhehr ehs sahm thihng vay tahl ah bawt dhah muw viy .
4187	ah tuhr diy faors draa mah ah bawt dhah ah staa nih shihng liy pih vah tahl rowl ahv ih mae jhah ney shahn ihn dhah sowl fahl dih veh lahp mahnt ahv tuw raw diy tiy ney jherz .
4188	iht ihz ah strehngkth strehngkth ahv ah daa kyah mehn ter iy tuw dih srih gaard ah vey lah bahl bay ahs , ah spehsh liy aez temptingly iy ziy aez iht wuhd hhaev bihn wihdh dhihs preh mihs .
4189	wehn twehn tiy sahm thihng hotsies meyk muw viyz ah bawt dhehr lihvz , hard-driving naar sih sih zahm ihz ah gih vahn , baht waht ah werld wiy 'd layv ihn ihf aar jhehn tow ehs hhaa liy wuhd kawn ter paarts ... hhaed dhihs mahch ih mae jhah ney shahn ahnd nerv .
4190	maryam ihz maor taym liy naw dhaen eh ver .
4191	aen eh lahk wahnt , rihf lehk tihv ahnd byuw tahf liy aek tahd meh dah tey shahn aan bowth dhah prow fawnd liy deh vah stey tihng ih vehnts ahv wahn yihr ah gow ahnd dhah slow , peyn fahl hhiy lihng praa sehs dhaet hhaez faa lowd ihn dhehr weyk .
4192	piy kow liy gihvz ah suh perb per faor mahns fuhl ahv diyp fiy lihng .
4193	waht ah kaan sehpt , waht aen ay diy ah , waht ah thrihl rayd .
4194	dhihs ihz ah maor fae sah ney tihng luhk aet dhah fyuw cher dhaen `` bladerunner '' ahnd wahn ahv dhah mowst high-concept siy fay aed vehn cherz ah tehmp tahd faor dhah skriyn .
4195	dhah rehr muw viy dhaet ehs aez krihsp ahnd tuw dhah poynt aez dhah naa vahl aan wihch iht ehs beyst .
4196	ah fihlm ahv eh pihk skeyl wihdh aen ihn tah maht fiy lihng , ah saa gah ahv dhah ahps ahnd dawnz ahv frehnd shihps .
4197	seylz hhaez aen ay faor dhah weyz piy pahl ahv dih fer ahnt ethnicities taok tuw ahnd ah bawt ah dherz awt sayd dhah gruwp .
4198	`` nih kah lahs nih kahl biy '' ihz ah per fehkt fae mah liy fihlm tuw teyk eh vriy wahn tuw sihns dhehr ehs now nuw `` ah krih smahs kae rahl '' awt ihn dhah thiy ah terz dhihs yihr .
4199	chaar liy hunnam hhaez dhah twihng kah lihng ayz , riy prehst smayl ahnd dih ter mahnd feys niy dahd tuw kae riy awt ah dih kehn ziy ahn hhih row .
4200	niccol dhah fihl mey ker mer jhihz hhihz kah lae ber ey terz ' sihm baa lihk ih mah jhahz wihdh hhihz werdz , ihn sih nyuw ey tihng , faor ihg zaem pahl , dhaet ihn hhaa liy wuhd , own liy gaad spiyks tuw dhah prehs
4201	kaw riy mae nih jhihz , wihdh ter ih fihk flehr , tuw kiyp dhah ehk striymz ahv skruw baol faars ahnd blood-curdling fae mah liy ihn tehn sah tiy aan wahn kahn tih nyuw ahm .
4202	ihm preh sihz aez ah skihl fah liy ah sehm bahld , hhay liy paa lihsht ahnd prah feh shah nahl ae dahp tey shahn ... jhahst ah bawt aez chih lihng ahnd ahn seh tah lihng aez ` manhunter ' waaz .
4203	iht ehs ah saa lahd muw viy ah bawt piy pahl hhuwz lihvz aar eh niy thihng baht .
4204	dhow ah tahch tuw arthouse 101 ihn ihts pow eh tihk sihm bah lih zahm , hheh vahn pruwvz tuw biy ah guhd maech ahv dhah sehn sih bih lih tiyz ahv tuw der ehk terz .
4205	ay sihm pliy kah n't reh kah mehnd iht ih nahf .
4206	wayz mahn rih viylz dhah vihk tahmz ahv dah meh stihk ah byuws ihn aol ahv dhehr pih tiy ahnd teh rer .
4207	muccino , hhuw der ehk tahd frahm hhihz own skriyn pley , ihz ah kae niy krawd pliy zer , ahnd dhah laest kihs ... prah vaydz maor dhaen ih nahf sehn tah mehn tahl kah thaar sahs faor ah sae tih sfay ihng iyv nihng aet dhah mahl tiyp lehks .
4208	wiy waant dhah fahngk - ahnd dhihs muw viy ehs gaat iht .
4209	waw , sow hhuw nuw chaarlz dih kahnz kuhd biy sow light-hearted ?
4210	meh niy wehnt tuw siy dhah ah traek shahn faor dhah sowl riy zahn dhaet iht waaz hhaat awt sayd ahnd dhehr waaz ehr kahn dih shah nihng ihn sayd , ahnd ay duw n't thihngk dhaet a.c. wihl hhehlp dhihs muw viy wahn biht .
4211	dhah stao riy laynz aar wow vahn tah geh dher skilfully , dhah maeg nih fah sahnt swuw pihng eh riy ahl shaats aar brehth tey kihng , ahnd dhah ow ver aol ihk spih riy ahns ihz aa sahm .
4212	ah mer ae kyah lahs muw viy , ay ahm gow ihng hhowm ihz sow slayt , yeht ow verf lowz wihdh wihz dahm ahnd ih mow shahn .
4213	baa raan ihz shaa kihng liy dih voyd ahv yaor tih pah kahl mah jhihd majidi shoe-loving , krih pahld chihl drahn .
4214	eh ver iy mow mahnt krae kahlz wihdh tehn shahn , ahnd bay dhah ehnd ahv dhah flihk , yuw 're aan dhah ehjh ahv yaor siyt .
4215	ah fayn , raw zihng , g-rated fae mah liy fihlm , eymd meyn liy aet lih tahl kihdz baht wihdh plehn tiy ahv ehn ter teyn mahnt vael yuw tuw kiyp grown-ups frahm skwer mihng ihn dhehr siyts .
4216	dhah sih riyz ' meh sahjh ah bawt mey kihng dhah rayt choys ihn dhah feys ahv tehmp tihng aol ter nah tihvz rih meynz praa mah nahnt , aez duw dhah gerlz ' ah myuw zihng per sah nae lih tiyz .
4217	rihch liy ehn ter tey nihng ahnd sah jheh stihv ahv eh niy nahm ber ahv meh tah fao rih kahl reh dihngz .
4218	ah kahm peh lihng ae lah gao riy ah bawt dhah laest deyz ahv jher mah niy ehs deh mah krae tihk vay maar riy pahb lahk .
4219	ao ferz ah guilt-free trihp ihn tuw feel-good teh rih tao riy .
4220	ah b-movie yuw kaen siht thruw , ehn jhoy aan ah ser tahn leh vahl ahnd dhehn fer geht .
4221	diy vowz dih lih verz ah per fehkt per faor mahns dhaet kaep cherz dhah ih nah sahns ahnd bah dihng diy mahnz wih dhihn ah waolf law er .
4222	dih sah poyn tihng liy , dhah kae rihk terz aar tuw streynjh ahnd dih sfahng kshah nahl , taam ihn kluw dahd , tuw eh ver geht ahn der dhah skihn , baht dhihs ihz kaam pahn sey tahd ihn laarjh paart bay dhah off-the-wall day ah laog , vih zhah wahl pley fahl nahs ahnd dhah outlandishness ahv dhah ay diy ah iht sehlf .
4223	der ehk ter taad solondz hhaez meyd ah muw viy ah bawt krih tih kahl riy aek shahn tuw hhihz tuw priy viy ahs muw viyz , ahnd ah bawt hhihz riy spaan sah bih lah tiy tuw dhah kae rihk terz dhaet hhiy kriy eyts .
4224	dhah werd dhaet kahmz tuw maynd , wayl waa chihng eh rihk row mer ehs trih byuwt tuw ah ker ey jhahs skaa tihsh ley diy , ihz peyn ter liy .
4225	ah fae sah ney tihng keys stah diy ahv flower-power lih ber ey shahn -- ahnd dhah prays dhaet waaz peyd faor iht .
4226	bluw er dhaen dhah aht laen tihk ahnd maor bay ah laa jhihk liy dih teyld dhaen aen ao taap siy , dhah muw viy ... ihz , aol sow , friyk wahn tliy hhih leh riy ahs .
4227	rih liy ihz ah pan-american muw viy , wihdh mow mahnts ahv jheh nyah wahn ihn sayt ihn tuw dhah er bahn hhaart .
4228	aen ow ver liy fah mihl yer sih neh riy ow ihz meyd frehsh bay aen ihn teh lah jhahnt skriyn pley ahnd grih pihng per faor mahn sahz ihn dhihs low-budget , video-shot , dey byuw ihn diy eh fert .
4229	peh per ihng dhihs er bahn stah diy wihdh reh fer ahn sihz tuw naor wiy jhahn folktales , vih lih nuwv kriy eyts ihn meyl strahm ah werld wehr dhah bah zaar ihz kreh dah bahl ahnd dhah riyl ternz mae jhih kahl .
4230	aong ehs praa mah sihng dey byuw ihz ah waorm ahnd well-told teyl ahv wahn riy sahnt chay niyz ih mah grahnt ehs ihk spih riy ahn sihz ihn nuw yaork sih tiy .
4231	dhaet dhah riyl antwone fih sher waaz ey bahl tuw ow ver kahm hhihz per sih nihl aab stah kahlz ahnd bih kahm ah guhd maen ihz ah wahn der fahl thihng ; dhaet hhiy hhaez bihn ey bahl tuw shehr hhihz stao riy sow kahm peh lihng liy wihdh ahs ihz ah may ner mih rah kahl .
4232	dhehr ehs naat mahch tuw fatale , awt sayd ahv ihts stay lihsh ser pray zihz ... baht dhaet ehs ow key .
4233	waht rah diymz dhah fihlm ihz dhah kaest , paar tih kyah ler liy dhah ya-yas dhehm sehlvz .
4234	byuw tah fahl , kowld , aad liy kah ler fahl ahnd jhahst pleyn ah dher werld liy , ah friy kiy biht ahv aart dhaet ehs dhehr tuw skehr wayl wiy dih layt ihn dhah ih mah jhahz .
4235	iht ehs ahp tuw -lrb- waats -rrb- tuw lehnd kreh dah bih lih tiy tuw dhihs streynjh sih neh riy ow , ahnd hher preh zahns sahk siydz ihn mey kihng ahs bih liyv .
4236	dhah fihlm ihz daark liy aet mah sfeh rihk , wihdh hhehr mahn kway aht liy sah jheh stihng dhah saed nahs ahnd ahb seh shahn bih niyth hherst ehs faorst faorst ah vahng kyah ler chaor tahlz .
4237	shyamalan teyks ah pah tehn shah liy trayt ahnd ow ver yuwzd kaan sehpt -lrb- ey liy ahnz kahm tuw erth -rrb- ahnd ihn fyuw zihz iht ihn tuw ah rah stihk , riy ah lih stihk , ahnd aol tah geh dher kriy piy teyl ahv hhih dahn ihn vey zhahn .
4238	... dhah stao riy , layk rae vahl ehs bow leh row , bihldz tuw ah krih shehn dow dhaet ehn kahm pah sahz meh niy maor paedhz dhaen wiy staar tahd wihdh .
4239	iht ehs plotless , sheyp lahs -- ahnd yeht , iht mahst biy ahd mih tahd , naat ihn tay er liy hhyuw mer lahs .
4240	ihn diyd , dhah maor aw trey jhahs bihts ah chiyv ah shock-you-into-laughter ihn tehn sah tiy ahv aol mowst dadaist prah paor shahnz .
4241	gondry ehs der ehk shahn ihz ae dahk waht ... baht waht gihvz hhyuw mahn ney cher ihts yuw niyk fiyl ihz kaof mahn ehs skrihpt .
4242	dhah fihlm ehs plaat mey biy shae low , baht yuw 've neh ver siyn dhah diyp layk yuw siy iht ihn dhiyz hheh row ihng serf shaats .
4243	wihdh ah laarjh kaest reh prih zehn tihng ah braod cross-section , tae ver niy er ehs fihlm bawndz ah laong wihdh dhah rae tah taet eh ner jhiy ahv `` hhihz gerl fray diy , '' meyn tey nihng ah layt tahch wayl taek lihng sih riy ahs thiymz .
4244	dhah aab zer vey shahnz ahv dhihs social\/economic\/urban ihn vay rahn mahnt aar kae niy ahnd spayst wihdh ay rah niy .
4245	reh ner kae riyz mahch ahv dhah fihlm wihdh ah kriy piy ahnd dead-on per faor mahns .
4246	yer eht skiy ahnd jhihb niy duw faynd ih nahf mah tih riy ahl tuw brihng kih sihn jher ehs rah kaord ihn tuw kwehs chahn ahnd ihk spleyn hhaw dhah dihp lah maet ehs twiykt ver zhahn ahv steyt kraeft mey hhaev kaast thaw zahndz ahnd paa sahb liy mihl yahnz ahv lihvz .
4247	dhah spaniel-eyed jhiyn riy now ihn fyuw zihz hhyuw bert wihdh ah mihks cher ahv dehd paen kuwl , ray hhyuw mer ahnd jhahst dhah meh zher ahv tehn der nahs riyk way erd tuw gihv dhihs kaa mihk slahg fehst sahm hhaart .
4248	aniston hhaez aet laest dih say sihv liy brow kahn wihdh hher frehndz ih mahjh ihn aen ihn dih pehn dahnt fihlm ahv sah tih rihk fay er ahnd ih mow shah nahl ter moyl .
4249	ah mayld liy ehn jhoy ah bahl ihf tuwth lahs ae dahp tey shahn ahv ah mahch beh ter buhk .
4250	ah nihk spehk tihd , ahnd ao fahn kaan trah dihk ter iy , truwths ih merjh .
4251	300 yihrz ahv rah shahn hhih ster iy ahnd kahl cher kahm prehst ihn tuw aen eh vah neh sahnt , siym lahs ahnd sahmpchw ahs striym ahv kaan shah snahs .
4252	ihn teh lah jhahnt , kaa stihk teyk aan ah greyt ray ter ahnd duw biy ahs hhyuw mahn biy ihng .
4253	mey teyk ihts swiyt taym tuw geht weh reh ver iht ehs gow ihng , baht ihf yuw hhaev dhah pey shahns faor iht , yuw wow n't fiyl layk iht ehs wey stahd yuhrz .
4254	lehs dhah sehn sey shah nahl true-crime hell-jaunt pyuh rihsts mayt layk ahnd maor ihk speh rih mehn tahl ihn ihts stao riy teh lihng -lrb- dhow now lehs hhao rah fay ihng faor iht -rrb- .
4255	dhah fihlm ihz wahn ahv dhah yihr ehs behst .
4256	ih rah liy ae kyer aht dih pihk shahn ahv dih preh shahn .
4257	... ah dih lih shahs kraym draa mah aan paar wihdh dhah slih kahst ahv mae maht .
4258	chaar mihng ahnd wih tiy , iht ehs aol sow sahm waht klahm ziy .
4259	der ehk tahd wihdh per pahs ahnd fih nehs bay ihng glahnd ehs raa jher mih chahl , hhuw hhaen dah liy meyks dhah muwv frahm pliy zihng , reh lah tihv liy layt weyt kah mer shahl fehr sahch aez notting hhihl tuw kah mer shahl fehr wihdh riyl thiy mae tihk hhehft .
4260	ih skeyps dhah preh shahs trae pihngz ahv mowst row maen tihk kaa mah diyz , ihn fyuw zihng ihn tuw dhah stao riy veh riy riyl , kaam plah key tahd ih mow shahnz .
4261	dhihs bihg skriyn key per hhaez ah guhd baark , faar frahm biy ihng ah bow-wow .
4262	-lrb- ae lahn -rrb- mae nih jhihz tuw briydh layf ihn tuw dhihs sahm waht tay erd preh mihs .
4263	ay hhaev tuw werdz tuw sey ah bawt reyn ahv fay er .
4264	greyt drae gahnz !
4265	bay ser awn dihng ahs wihdh hyper-artificiality , hheynz meyks ahs siy fah mihl yer ih shuwz , layk rey sih zahm ahnd hhow mah fow biy ah , ihn ah frehsh wey .
4266	ah dih lih ber ey tihv ah kawnt ahv ah layf stayl keh rahk ter ayzd bay ihts surface-obsession -- wahn dhaet tih pah fayz dhah dih lih riy ahm ahv powst , priy , ahnd ehk stahnt staar dahm .
4267	suh perb prah dahk shahn vael yuwz & krihs chahn beyl ehs ker ihz mah meyk ahp faor ah der ih vah tihv plaat .
4268	dhah fihlm hhaez dhah ker ahjh ahv ihts kahn vihk shahnz ahnd ehk sah lahnt per faor mahn sahz aan ihts sayd .
4269	ay now ay shuhd n't hhaev laeft , baht hhey , dhowz farts gaat tuw may ih ner nine-year-old .
4270	ah muw viy dhaet wihl thrihl yuw , tahch yuw ahnd meyk yuw laef aez wehl .
4271	iht ehs ah smaart , fah niy luhk aet aen aar keyn eh riy ah ahv paa pyah ler kahl cher , ahnd ihf iht ihz n't ihn tay er liy per swey sihv , iht dahz gihv ihk spow zher tuw sahm tae lahn tahd per faor merz .
4272	maor vaad vihl show dhaen well-constructed nae rah tihv , baht aan dhowz termz iht ehs ih nah fehn sihv ahnd aek chuw ah liy rae dher swiyt .
4273	dhah keys ihz ah kahn vihn sihng wahn , ahnd shuhd gihv eh niy wahn wihdh ah kaan shahns riy zahn tuw paoz .
4274	dhah aek trah sihz faynd dhehr own rih dhahm ahnd prah tehkt iych ah dher frahm dhah skrihpt ehs baed ay diy ahz ahnd aok werd nahs .
4275	day ver tihng frehnch kaa mah diy ihn wihch ah hhahz bahnd hhaez tuw kowp wihdh dhah peh skiy muwdz ahv jheh lah siy .
4276	kaep tih veyts ahnd showz hhaw ah skihl fahl fihl mey ker kaen ihm paart ah meh sahjh wih thawt blah jhah nihng dhah aa diy ahns ow ver dhah hhehd .
4277	dhehr ihz ah wehl kahm laek ahv priy tehn shahn ah bawt dhah fihlm , wihch veh riy sihm pliy sehts awt tuw ehn ter teyn ahnd ehndz ahp dih lih ver ihng ihn guhd meh zher .
4278	koy baht ihg zih ler ey tihng , wihdh rih liy saa lahd per faor mahn sahz bay ving reymz ahnd weh sliy snayps .
4279	iht ihz ah lay kah bahl stao riy , towld wihdh kaam pah tihns .
4280	naat own liy dahz spider-man dih lih ver , baht ay sah spehkt iht mayt dih lih ver ah gehn ahnd ah gehn .
4281	tae kahlz dhah dih fah kahlt sahb jhehkt ahv griyf ahnd laos wihdh sahch life-embracing spih raht dhaet dhah thiym dahz n't draeg aen aa diy ahns dawn .
4282	ah smaol muw viy wihdh ah bihg ihm paekt .
4283	dhah muw viy , dih spayt ihts rahf eh jhahz ahnd ah tehn dahn siy tuw saeg ihn ser tahn pley sahz , ihz ray ahnd engrossing .
4284	ay aed mayr dhah klow zihng siynz ahv dhah fihlm , wihch siym tuw aesk weh dher aw er sih vah lih zey shahn ao ferz ah kyuhr faor vihn sahnt ehs kahm pleynt .
4285	layk ruw diy yeh low laajh , ehr niydz tuw teyk ah guhd sweht tuw kleh rah fay hhihz sih nah mae tihk vih zhahn bih faor hhihz nehkst nehkst kriy ey shahn ahnd rih mehm ber dhah leh sahnz ahv dhah trihk ster spay der .
4286	ah dih layt fahl row maen tihk kaa mah diy wihdh plehn tiy ahv bayt .
4287	iht ehs faar frahm ah frao thiy piys , ahnd dhah kae rihk terz aar kaam plehks , ley dahn wihdh plehn tiy ahv bae gahjh ahnd tihngd wihdh trae jhihk ahn der townz .
4288	yuw zihng aen ehn diy rihng kaest , writer\/director dow ver kosashvili teyks ah slayt liy daark luhk aet riy ley shahn shihps , bowth sehk shuw ahl ahnd kihn drihd .
4289	wehn ah muw viy hhaez stahk er awnd faor dhihs laong , yuw now dhehr ehs sahm thihng dhehr .
4290	iht ehs dhaet guhd .
4291	smaart , sae siy ihn ter prih tey shahn ahv dhah ao sker wayld pley .
4292	fer geht ah bawt wahn ao sker naa mah ney shahn faor jhuw liy ehn muhr dhihs yihr - shiy shuhd geht aol fayv .
4293	jhae pah niyz der ehk ter shohei ih maa muh rah ehs ley tahst fihlm ihz aen aad baht ahl tah maht liy sae tih sfay ihng blehnd ahv dhah saa fow maa rihk ahnd dhah sahb laym .
4294	kwaan ihz ah mae ster ahv shae dow , quietude , ahnd ruwm noyz , ahnd laen yuw ihz ah dih saar mihng liy lived-in muw viy .
4295	wayl dhah plaat faa lowz ah prih dihk tah bahl connect-the-dots kaors ... der ehk ter jhaan shuhlts kah lerz dhah pihk cher ihn sahm ih vaa kah tihv sheydz .
4296	kaets ehs daa kyah mehn ter iy dahz n't hhaev mahch pah naash , baht wihdh mah tih riy ahl dhihs rihch iht dahz n't niyd iht .
4297	wiy geht aen ih mahjh ahv bihg paa pah spae nihng hhih ster iy , rae dher dhaen sah spehn dihng iht .
4298	eh vah lahn ehs straong kaest ahnd surehanded der ehk shahn meyk faor ah wih nihng , hhaart waor mihng yaarn .
4299	ah kahn vehn shah nahl baht hhaart waor mihng teyl .
4300	dhihs ihz wahn ahv dhah awt staen dihng thrih lerz ahv riy sahnt yihrz .
4301	skihnz hhaez ah deh sah laht ehr , baht ehr , ah ney tihv ah meh rah kahn reyzd bay wayt peh rahnts , mae nih jhihz tuw ihn fyuwz dhah raa kiy paeth tuw sihb lihng reh kahn sih liy ey shahn wihdh flae shihz ahv waormth ahnd jhehn tahl hhyuw mer .
4302	ah fihlm ahv kway aht paw er .
4303	maor kahn sernd wihdh ow ver aol fiy lihngz , brao der ay diy ahz , ahnd open-ended kwehs chahnz dhaen kahn kriyt stao riy ahnd dih fih nih tihv aen serz , sow der berg ehs sow leh rihs ihz ah gaor jhahs ahnd dih sehp tihv liy mih nah mah lihst sih nah mae tihk town pow ahm .
4304	aen ihn teh lah jhahnt row maen tihk thrih ler ahv ah veh riy old-school kaynd ahv kwaa lah tiy .
4305	dhah saord fay tihng ihz wehl dahn ahnd auteuil ihz ah guw fiy pleh zher .
4306	yehs , mibii ihz rowt werk ahnd prih dihk tah bahl , baht wihdh ah fih lah saa fih kahl vih zhah wahl kah mihng rayt aet dhah ehnd dhaet ehk strae vah gahn tliy rah diymz iht .
4307	fihlm kah n't kwayt meyn teyn ihts ih nih shahl mow mehn tahm , baht rih meynz sper ae dihk liy fah niy thruw awt .
4308	ow fantasma ihz bowld liy , kaan fah dahn tliy aor kih strey tihd , eh stheh tihk liy ahnd sehk shuw ah liy , ahnd ihts ihm paekt ihz diyp liy ahnd rayt liy dih ster bihng .
4309	iht ehs stihl ae dahm saend ler , ahnd iht ehs naat lih tahl nih kiy .
